epoch,step,train_loss
0,49,0.012540174648165703
0,99,0.005208361893892288
0,149,0.0010029945988208055
0,199,0.0003777605888899416
0,249,0.0005501146079041064
0,299,0.0002607508795335889
1,349,0.0003236384363844991
1,399,0.00019650747708510607
1,449,0.00019695379887707531
1,499,0.0001385852083330974
1,549,0.00020345344091765583
1,599,9.460368164582178e-05
2,649,8.988507033791393e-05
2,699,8.231935498770326e-05
2,749,0.00012565880024340004
2,799,0.00012780656106770039
2,849,0.00010327062045689672
2,899,0.0001712529920041561
3,949,5.720263288822025e-05
3,999,6.718350050505251e-05
3,1049,9.220680658472702e-05
3,1099,9.370416955789551e-05
3,1149,8.629229705547914e-05
3,1199,8.974208321888e-05
3,1249,6.836559623479843e-05
4,1299,4.8888701712712646e-05
4,1349,5.275461444398388e-05
4,1399,5.462846820591949e-05
4,1449,6.475966074503958e-05
4,1499,3.6130837543169037e-05
4,1549,7.305830513359979e-05
5,1599,4.9982463679043576e-05
5,1649,6.576041778316721e-05
5,1699,5.844785482622683e-05
5,1749,5.592627712758258e-05
5,1799,3.5763212508754805e-05
5,1849,2.7353176847100258e-05
6,1899,3.949758684029803e-05
6,1949,4.486229954636656e-05
6,1999,2.2679116227664053e-05
6,2049,3.387831384316087e-05
6,2099,3.22276318911463e-05
6,2149,4.9884394684340805e-05
7,2199,5.561010766541585e-05
7,2249,2.3979522666195408e-05
7,2299,2.3606879040016793e-05
7,2349,3.310393731226213e-05
7,2399,3.287665458628908e-05
7,2449,1.9355124095454812e-05
7,2499,1.4811112123425119e-05
8,2549,2.2279045879258774e-05
8,2599,2.1577090592472814e-05
8,2649,9.91256456472911e-06
8,2699,2.4298953576362692e-05
8,2749,3.0004903237568215e-05
8,2799,2.2472180717159063e-05
9,2849,1.1576797987800092e-05
9,2899,1.599196548340842e-05
9,2949,3.385698073543608e-05
9,2999,8.184997568605468e-06
9,3049,1.5736641216790304e-05
9,3099,9.56347503233701e-06
10,3149,1.7510978068457916e-05
10,3199,3.48419816873502e-05
10,3249,2.5846791686490178e-05
10,3299,2.809138095472008e-05
10,3349,7.656984962522984e-06
10,3399,1.1704112694133073e-05
11,3449,8.151531801559031e-06
11,3499,3.610058774938807e-05
11,3549,2.0158637198619545e-05
11,3599,2.2227299268706702e-05
11,3649,1.3067447071080096e-05
11,3699,2.5913857825798914e-05
11,3749,2.9058694053674117e-05
12,3799,1.1075378097302746e-05
12,3849,9.481189408688806e-06
12,3899,1.4108836694504134e-05
12,3949,1.9387709471629933e-05
12,3999,1.599588904355187e-05
12,4049,1.505245927546639e-05
13,4099,9.306710126111284e-06
13,4149,2.0652871171478182e-05
13,4199,1.5165538570727222e-05
13,4249,5.23101698490791e-06
13,4299,9.65896288107615e-06
13,4349,1.8409895346849225e-05
14,4399,6.258354460442206e-06
14,4449,1.1163689123350196e-05
14,4499,1.5590008842991665e-05
14,4549,5.388734280131757e-06
14,4599,1.7511531041236594e-05
14,4649,8.629213880340103e-06
15,4699,3.921029474440729e-06
15,4749,1.4790042769163847e-05
15,4799,1.3783609574602451e-05
15,4849,2.379651959927287e-05
15,4899,1.3589585250883829e-05
15,4949,7.302759513549972e-06
15,4999,1.1339677257637959e-05
16,5049,1.598597737029195e-05
16,5099,7.551796443294734e-06
16,5149,7.82896859163884e-06
16,5199,7.791672032908536e-06
16,5249,1.3681468772119842e-05
16,5299,1.4020899470779113e-05
17,5349,4.507157882471802e-06
17,5399,5.553057690121932e-06
17,5449,1.0245950761600398e-05
17,5499,1.5455210814252496e-05
17,5549,9.07999765331624e-06
17,5599,1.6526748368050903e-05
18,5649,6.710892193950713e-06
18,5699,1.4229530279408209e-05
18,5749,6.3724874053150415e-06
18,5799,7.547797395091038e-06
18,5849,7.750163604214322e-06
18,5899,9.472213605477009e-06
19,5949,6.063458386051934e-06
19,5999,1.2562675692606717e-05
19,6049,1.5651716239517555e-05
19,6099,1.1943855497520417e-05
19,6149,8.730349691177253e-06
19,6199,9.064870937436353e-06
19,6249,3.770266175706638e-06
20,6299,5.533604962693062e-06
20,6349,4.646576599043328e-06
20,6399,9.668308848631568e-06
20,6449,7.593070677103242e-06
20,6499,3.642919909907505e-05
20,6549,6.722115358570591e-06
21,6599,1.187530142487958e-05
21,6649,3.7432082535815425e-06
21,6699,6.308520823949948e-06
21,6749,3.069908416364342e-05
21,6799,9.811419658944942e-06
21,6849,1.0809525520016905e-05
22,6899,5.62339801035705e-06
22,6949,3.579200893000234e-06
22,6999,5.179162599233678e-06
22,7049,1.1712351806636434e-05
22,7099,9.937997674569488e-06
22,7149,7.836455552023835e-06
23,7199,1.3615392163046636e-05
23,7249,3.844805178232491e-06
23,7299,1.1606290172494482e-05
23,7349,1.3427968951873481e-05
23,7399,6.185372967593139e-06
23,7449,3.376144150024629e-06
23,7499,1.044712098519085e-05
24,7549,4.107230779482052e-06
24,7599,8.650902600493282e-06
24,7649,6.289012162596919e-06
24,7699,1.2668630915868562e-05
24,7749,1.4240365999285132e-05
24,7799,1.4924901734048035e-05
25,7849,2.597999628051184e-05
25,7899,8.879148481355514e-06
25,7949,1.504155807197094e-05
25,7999,8.64055982674472e-06
25,8049,8.561699360143393e-06
25,8099,1.8993425328517333e-05
26,8149,5.527911525859963e-06
26,8199,1.2733593393932097e-05
26,8249,9.62091417022748e-06
26,8299,4.6312475205922965e-06
26,8349,7.580797500850167e-06
26,8399,4.162678578722989e-06
26,8449,6.785835921618855e-06
27,8499,1.070762300514616e-05
27,8549,1.1493346391944215e-05
27,8599,7.749670658085961e-06
27,8649,5.809637514175847e-06
27,8699,1.006446655082982e-05
27,8749,1.1570293281693012e-05
28,8799,1.8811422705766745e-05
28,8849,4.319153504184214e-06
28,8899,5.105129730509361e-06
28,8949,7.134816769394092e-06
28,8999,6.5764343162300065e-06
28,9049,8.117201105051208e-06
29,9099,2.7923367724724812e-06
29,9149,2.5671492039691657e-05
29,9199,5.9560147747106384e-06
29,9249,7.1615513661527075e-06
29,9299,1.7240676243091002e-05
29,9349,1.5308356523746625e-05
30,9399,1.2783202691935003e-05
30,9449,3.106127678620396e-06
30,9499,5.2417663027881645e-06
30,9549,1.6243231584667228e-05
30,9599,3.551773943399894e-06
30,9649,6.805553312005941e-06
30,9699,5.699111170542892e-06
31,9749,1.735198384267278e-05
31,9799,4.972012447979068e-06
31,9849,1.2021278052998241e-05
31,9899,4.003259618912125e-06
31,9949,3.4129122923332034e-06
31,9999,9.255818440578878e-06
32,10049,6.844281415396836e-06
32,10099,4.291649020160548e-06
32,10149,1.1079740033892449e-05
32,10199,5.725385108235059e-06
32,10249,7.982209353940561e-06
32,10299,1.6753250747569837e-05
33,10349,6.815871074650204e-06
33,10399,6.633675184275489e-06
33,10449,3.372706032678252e-06
33,10499,7.736145562375896e-06
33,10549,4.048431492265081e-06
33,10599,4.937213361699833e-06
34,10649,6.519661383208586e-06
34,10699,3.3889689348143293e-06
34,10749,5.97666348767234e-06
34,10799,8.618242645752616e-06
34,10849,1.996150240302086e-05
34,10899,1.2288641300983727e-05
34,10949,8.875568710209336e-06
35,10999,3.91061621485278e-06
35,11049,4.764643563248683e-06
35,11099,9.667680387792643e-06
35,11149,2.8684221433650237e-06
35,11199,5.095665073895361e-06
35,11249,3.5755406315729488e-06
36,11299,5.7742413446248975e-06
36,11349,7.141853529901709e-06
36,11399,3.8323105400195345e-06
36,11449,2.5052208911802154e-06
36,11499,8.035468454181682e-06
36,11549,3.903571268892847e-06
37,11599,1.3252206372271758e-05
37,11649,3.497166062516044e-06
37,11699,4.7272669689846225e-06
37,11749,4.706229901785264e-06
37,11799,6.071545612940099e-06
37,11849,2.805802068905905e-06
38,11899,4.855325641983654e-06
38,11949,8.140589670802001e-06
38,11999,3.688982815219788e-06
38,12049,4.075612196174916e-06
38,12099,5.305123977450421e-06
38,12149,1.030701878335094e-05
38,12199,1.2954881640325766e-05
39,12249,6.199502877279883e-06
39,12299,6.502923497464508e-06
39,12349,4.8894262363319285e-06
39,12399,1.745255531204748e-06
39,12449,3.814746378338896e-06
39,12499,4.857208750763675e-06
40,12549,5.7132201618514955e-06
40,12599,3.205173698006547e-06
40,12649,2.7643036446534097e-06
40,12699,5.7601464504841715e-06
40,12749,4.832269951293711e-06
40,12799,5.012377187085804e-06
41,12849,8.364828318008222e-06
41,12899,8.01830265118042e-06
41,12949,2.524484898458468e-06
41,12999,1.1891708709299564e-05
41,13049,1.2690616131294519e-05
41,13099,5.445161150419153e-06
42,13149,3.826509328064276e-06
42,13199,2.0464765384531347e-06
42,13249,3.781116447498789e-06
42,13299,5.985792995488737e-06
42,13349,3.571094566723332e-06
42,13399,2.8145093438070035e-06
42,13449,6.817067969677737e-06
43,13499,6.866205694677774e-06
43,13549,3.2871616895135958e-06
43,13599,4.396759777591797e-06
43,13649,7.616806215082761e-06
43,13699,1.8187120076618157e-06
