epoch,step,train_loss
0,49,0.06817546486854553
0,99,0.010895755141973495
0,149,0.006287832278758287
0,199,0.0032842522487044334
0,249,0.0023603609297424555
0,299,0.0022907196544110775
1,349,0.0024754279293119907
1,399,0.001335296779870987
1,449,0.0020921765826642513
1,499,0.0017715058056637645
1,549,0.0013829416129738092
1,599,0.0013391613028943539
2,649,0.0012224604142829776
2,699,0.0012552968692034483
2,749,0.0008030629251152277
2,799,0.0010120801161974669
2,849,0.0007074346067383885
2,899,0.0007589482120238245
3,949,0.0005402970127761364
3,999,0.0009002889273688197
3,1049,0.0006914953701198101
3,1099,0.0008270454127341509
3,1149,0.0006079480517655611
3,1199,0.0006069079390726984
4,1249,0.0005704320501536131
4,1299,0.0006005119066685438
4,1349,0.0007600465905852616
4,1399,0.00040552113205194473
4,1449,0.00042990664951503277
4,1499,0.0005521264392882586
5,1549,0.0005532833165489137
5,1599,0.0005663188640028238
5,1649,0.0005453090416267514
5,1699,0.0005023337434977293
5,1749,0.0006622699438594282
5,1799,0.0005329104606062174
6,1849,0.000457039219327271
6,1899,0.0005673556588590145
6,1949,0.0004994316259399056
6,1999,0.00045863556442782283
6,2049,0.0003053457476198673
6,2099,0.0004979402292519808
7,2149,0.0006739156087860465
7,2199,0.0004997617797926068
7,2249,0.0006109202513471246
7,2299,0.0005300381453707814
7,2349,0.000679643067996949
7,2399,0.0005266268271952868
7,2449,0.00035532136098481715
8,2499,0.0003955200663767755
8,2549,0.0005116473766975105
8,2599,0.0005366030964069068
8,2649,0.00032921918318606913
8,2699,0.0004325273912400007
8,2749,0.0004950082511641085
9,2799,0.0003289623709861189
9,2849,0.0005011040484532714
9,2899,0.000380723737180233
9,2949,0.0006141471094451845
9,2999,0.0007150017190724611
9,3049,0.00036491089849732816
10,3099,0.000509018951561302
10,3149,0.00045920422417111695
10,3199,0.0003225208492949605
10,3249,0.0005422689719125628
10,3299,0.00031787186162546277
10,3349,0.00045137113193050027
11,3399,0.0004427301464602351
11,3449,0.0002989934291690588
11,3499,0.0004206860321573913
11,3549,0.00025269543402828276
11,3599,0.00028697826201096177
11,3649,0.00041133424383588135
12,3699,0.0003438290150370449
12,3749,0.0005374461179599166
12,3799,0.00045060907723382115
12,3849,0.000693529553245753
12,3899,0.0003693158505484462
12,3949,0.0005158862331882119
13,3999,0.0004259843844920397
13,4049,0.0004601282416842878
13,4099,0.0004972148453816772
13,4149,0.0003081891918554902
13,4199,0.0002423214609734714
13,4249,0.0006073448457755148
14,4299,0.0005244288477115333
14,4349,0.0004907880211248994
14,4399,0.0004577136132866144
14,4449,0.00032481300877407193
14,4499,0.00039681000635027885
14,4549,0.00027401396073400974
14,4599,0.0004502353258430958
