epoch,step,train_loss
0,49,0.0016199967358261347
0,99,0.0015558375744149089
0,149,0.0012470388319343328
0,199,0.0009941421449184418
0,249,0.001301144133321941
0,299,0.0011093098437413573
0,349,0.0008492153137922287
0,399,0.0008912277990020812
0,449,0.0007114645559340715
0,499,0.0013201888650655746
0,549,0.0008766750688664615
0,599,0.0008329394040629268
1,649,0.000699856667779386
1,699,0.0007832490373402834
1,749,0.0008577733533456922
1,799,0.000715371803380549
1,849,0.0008677167352288961
1,899,0.0015103323385119438
1,949,0.001123190624639392
1,999,0.001030949642881751
1,1049,0.0006915033445693552
1,1099,0.0005505679291673005
1,1149,0.0008769095875322819
1,1199,0.0006196577451191843
2,1249,0.0005599410505965352
2,1299,0.0005055225919932127
2,1349,0.000779567111749202
2,1399,0.0005780919454991817
2,1449,0.0008655066485516727
2,1499,0.0007545865373685956
2,1549,0.0005940013797953725
2,1599,0.0008842501556500793
2,1649,0.0007957484922371805
2,1699,0.0008380670915357769
2,1749,0.0007354917470365763
2,1799,0.0013816944556310773
3,1849,0.0006712386384606361
3,1899,0.00048500136472284794
3,1949,0.0007026275852695107
3,1999,0.0009518140577711165
3,2049,0.0007291297661140561
3,2099,0.0009830279741436243
3,2149,0.0007393432315438986
3,2199,0.0005593455862253904
3,2249,0.0004703063750639558
3,2299,0.0007118830108083785
3,2349,0.0008371220901608467
3,2399,0.0008905500872060657
4,2449,0.000884511333424598
4,2499,0.0009620197233743966
4,2549,0.0006615490419790149
4,2599,0.0006903152680024505
4,2649,0.0005588672356680036
4,2699,0.0006658021011389792
4,2749,0.0005910407053306699
4,2799,0.0008557226974517107
4,2849,0.0007740544388070703
4,2899,0.00045913862413726747
4,2949,0.0012352189514786005
4,2999,0.000865414971485734
4,3049,0.000621799030341208
5,3099,0.0006762783159501851
5,3149,0.0010804199846461415
5,3199,0.0007235284429043531
5,3249,0.0006220802897587419
5,3299,0.0008844127878546715
5,3349,0.0007079443894326687
5,3399,0.0005576404510065913
5,3449,0.0010535682085901499
5,3499,0.0011134359519928694
5,3549,0.00047583860578015447
5,3599,0.0007116825436241925
5,3649,0.0004960597725585103
6,3699,0.0006542387418448925
6,3749,0.00040941822226159275
6,3799,0.0005145363393239677
6,3849,0.0004155935603193939
6,3899,0.0007330166408792138
6,3949,0.0007797455182299018
6,3999,0.0004522186063695699
6,4049,0.0007568678120151162
6,4099,0.0005420586094260216
6,4149,0.0005749405827373266
6,4199,0.0006016148254275322
6,4249,0.0005779722123406827
7,4299,0.00046586673124693334
7,4349,0.0007121199741959572
7,4399,0.0004248033510521054
7,4449,0.00042050081538036466
7,4499,0.0007500591455027461
7,4549,0.0005193608812987804
7,4599,0.0005662838229909539
7,4649,0.0006652867887169123
7,4699,0.0017594199161976576
7,4749,0.0004647786554414779
7,4799,0.0005590555956587195
7,4849,0.0004887204268015921
8,4899,0.0008277288870885968
8,4949,0.0006213262677192688
8,4999,0.0009533881093375385
8,5049,0.001278722658753395
8,5099,0.0008350957650691271
8,5149,0.0007191699696704745
8,5199,0.0005636931746266782
8,5249,0.0009877963457256556
8,5299,0.0008552363724447787
8,5349,0.0006539010209962726
8,5399,0.0009138318127952516
8,5449,0.00046071820543147624
9,5499,0.0007022415520623326
9,5549,0.0005042655975557864
9,5599,0.0004276769468560815
9,5649,0.00036904506850987673
9,5699,0.00041988471639342606
9,5749,0.0005576302064582705
9,5799,0.000741258729249239
9,5849,0.0009953463450074196
9,5899,0.0008002961403690279
9,5949,0.001220925129018724
9,5999,0.0007868403918109834
9,6049,0.00047624181024730206
9,6099,0.0005191669333726168
10,6149,0.0006214508321136236
10,6199,0.0007116609485819936
10,6249,0.00044320581946522
10,6299,0.0023026559501886368
10,6349,0.0009190093842335045
10,6399,0.0005469865864142776
10,6449,0.0012060485314577818
10,6499,0.000438814633525908
10,6549,0.0006114277639426291
10,6599,0.00042139500146731734
