epoch,step,train_loss
0,49,0.009414021857082844
0,99,0.0013166642747819424
0,149,0.0008846474811434746
0,199,0.0006636517937295139
0,249,0.0002952846116386354
0,299,0.00043170127901248634
0,349,0.00017427510465495288
0,399,0.00018718017963692546
0,449,0.00011848704889416695
0,499,0.00011717164306901395
0,549,0.00017157956608571112
0,599,0.00016491748101543635
0,649,0.00019025668734684587
0,699,0.00011136090324725956
0,749,6.654283788520843e-05
0,799,8.760278433328494e-05
0,849,0.00013567680434789509
0,899,5.826110646012239e-05
0,949,8.31437500892207e-05
0,999,6.600021151825786e-05
0,1049,7.037713658064604e-05
0,1099,2.8094704248360358e-05
0,1149,4.4087031710660085e-05
0,1199,9.773332567419857e-05
0,1249,5.364772732718848e-05
0,1299,8.630414959043264e-05
0,1349,0.00012026933836750686
0,1399,4.52183376182802e-05
0,1449,2.1826734155183658e-05
0,1499,3.075425775023177e-05
0,1549,3.1935604056343436e-05
1,1599,2.3249345758813433e-05
1,1649,2.4861452402547002e-05
1,1699,2.4661552743054926e-05
1,1749,1.8119897504220717e-05
1,1799,1.3829374438500963e-05
1,1849,2.2216245270101354e-05
1,1899,2.6172914658673108e-05
1,1949,4.06259969167877e-05
1,1999,1.341056758974446e-05
1,2049,1.4045393982087262e-05
1,2099,1.1010017260559835e-05
1,2149,1.2821225936932024e-05
1,2199,1.792025432223454e-05
1,2249,1.9043734937440604e-05
1,2299,2.2180058294907212e-05
1,2349,1.4805778846493922e-05
1,2399,1.1318597898934968e-05
1,2449,3.167143222526647e-05
1,2499,4.1890998545568436e-05
1,2549,8.360031642951071e-06
1,2599,1.596837319084443e-05
1,2649,1.1400074072298594e-05
1,2699,2.4648374164826237e-05
1,2749,1.4847390048089437e-05
1,2799,9.22572780837072e-06
1,2849,1.3851581570634153e-05
1,2899,1.0322403795726132e-05
1,2949,6.902998393343296e-06
1,2999,5.5085283747757785e-06
1,3049,1.799809979274869e-05
1,3099,5.496262019732967e-06
2,3149,2.6988651370629668e-05
2,3199,4.76435980090173e-06
2,3249,1.0695696801121812e-05
2,3299,9.626730388845317e-06
2,3349,4.937821358907968e-06
2,3399,8.4260682342574e-06
2,3449,1.2683858585660346e-05
2,3499,5.719586624763906e-06
2,3549,1.6416655853390694e-05
2,3599,1.0443049177411012e-05
2,3649,4.6278710215119645e-06
2,3699,1.2869761121692136e-05
2,3749,1.9226061340305023e-05
2,3799,5.350231731426902e-06
2,3849,4.747453203890473e-06
2,3899,1.1851465387735516e-05
2,3949,4.644373348128283e-06
2,3999,6.657825906586368e-06
2,4049,3.838621523755137e-06
2,4099,1.8737588106887415e-05
2,4149,7.677255780436099e-06
2,4199,7.209398518170929e-06
2,4249,1.4972140888858121e-05
2,4299,5.592918569163885e-06
2,4349,5.587511623161845e-06
2,4399,4.957920282322448e-06
2,4449,3.470061301413807e-06
2,4499,4.735334186989348e-06
2,4549,1.756239726091735e-05
2,4599,2.7851226604980184e-06
2,4649,2.194595936089172e-06
3,4699,1.0392653166491073e-05
3,4749,7.663284122827463e-06
3,4799,5.509044058271684e-06
3,4849,1.061318653228227e-05
3,4899,2.7120836421090644e-06
3,4949,2.722021599765867e-05
3,4999,4.132067260798067e-06
3,5049,6.902606401126832e-06
3,5099,5.4980582717689686e-06
3,5149,1.5086366147443186e-05
3,5199,3.105436690020724e-06
3,5249,7.255311174958479e-06
3,5299,2.9210364118625876e-06
3,5349,2.7697576570062665e-06
3,5399,1.767448520695325e-05
3,5449,2.8617378120543435e-06
3,5499,4.787891157320701e-06
3,5549,8.212456123146694e-06
3,5599,8.909345524443779e-06
3,5649,1.8649509001988918e-05
3,5699,1.7564343579579145e-05
3,5749,4.532847924565431e-06
3,5799,6.470822881965432e-06
3,5849,3.594432200770825e-06
3,5899,2.686130756046623e-06
3,5949,8.249051461461931e-06
3,5999,2.5926533453457523e-06
3,6049,3.0456067179329693e-06
3,6099,6.551037131430348e-06
3,6149,1.8572213775769342e-06
3,6199,5.608846549876034e-06
3,6249,3.824904069915647e-06
4,6299,6.2261292441689875e-06
4,6349,1.2002084986306727e-05
4,6399,2.421253839202109e-06
4,6449,8.734321454539895e-06
4,6499,1.3375741900745197e-06
4,6549,1.1609425200731494e-05
4,6599,4.7841667765169404e-06
4,6649,7.392296083708061e-06
4,6699,3.915778961527394e-06
4,6749,6.3380821302416734e-06
4,6799,3.767161615542136e-06
4,6849,4.510485723585589e-06
4,6899,4.747264028992504e-06
4,6949,1.0382440450484864e-05
4,6999,2.7461555873742327e-06
4,7049,3.2495004234078806e-06
4,7099,3.878148163494188e-06
4,7149,7.4373538154759444e-06
4,7199,3.987691798101878e-06
4,7249,4.599046405928675e-06
4,7299,8.944803084887099e-06
4,7349,3.050948862437508e-06
4,7399,3.906165147782303e-06
4,7449,2.502390998415649e-06
4,7499,3.7207880723144626e-06
4,7549,2.4247308829217218e-05
